#year,locid,itn_ga,itn_mil,itn_ac,itn_at
2015,LXV,5000,2000,0,200
2015,LXY,2300,0,0,0
2015,LYH,41848,1996,22,6301
2015,LYO,7000,0,0,0
2015,LYV,4475,0,0,0
2015,LZD,6000,30,0,72
2015,LZU,42444,61,0,3763
2015,LZZ,1804,0,0,0
2015,M01,8200,0,0,1350
2015,M02,2000,100,0,100
2015,M04,5400,100,0,500
2015,M05,3120,10,0,100
2015,M08,1000,0,0,200
2015,M11,200,0,0,0
2015,M13,2200,55,0,0
2015,M15,620,475,0,0
2015,M17,12750,400,0,400
2015,M18,5000,500,0,0
2015,M19,3500,100,0,0
2015,M20,3000,250,0,600
2015,M21,4040,500,0,1000
2015,M22,17500,0,0,0
2015,M23,5580,240,0,0
2015,M24,5200,500,0,0
2015,M25,9012,525,0,690
2015,M27,1184,20,0,0
2015,M29,300,0,0,0
2015,M30,3000,0,0,1000
2015,M32,14171,0,0,0
2015,M33,7300,50,0,1400
2015,M34,10800,2200,0,480
2015,M36,2089,100,0,0
2015,M37,2600,0,0,0
2015,M40,7140,0,0,0
2015,M41,7560,80,0,0
2015,M43,1400,0,0,0
2015,M44,8200,1000,0,0
2015,M46,1500,0,0,750
2015,M48,2000,50,0,5
2015,M50,1329,0,0,50
2015,M53,500,0,0,100
2015,M54,3168,365,0,934
2015,M59,1000,0,0,0
2015,M60,500,0,0,0
2015,M65,2000,0,0,0
2015,M70,1000,0,0,0
2015,M72,6400,3300,0,0
2015,M73,4000,100,0,0
2015,M75,600,0,0,500
2015,M77,2193,500,0,0
2015,M78,2350,150,0,0
2015,M79,6000,0,0,0
2015,M83,2800,280,0,0
2015,M90,2043,0,0,0
2015,M91,15000,19000,0,500
2015,M95,13000,0,0,0
2015,M97,5000,1000,0,100
2015,MAC,7000,100,0,1500
2015,MAE,12280,100,0,700
2015,MAF,25001,8677,7627,16397
2015,MAI,8000,9200,0,0
2015,MAL,4200,200,0,500
2015,MAN,34402,0,0,600
2015,MAO,3864,136,0,0
2015,MAW,6000,200,0,300
2015,MAZ,230,835,1500,3219
2015,MBA,0,0,0,4100
2015,MBG,3000,12,0,90
2015,MBL,2500,15,1250,600
2015,MBO,22260,100,0,0
2015,MBS,8306,234,247,8888
2015,MBT,2100,80,0,200
2015,MBY,3450,20,0,310
2015,MCB,3600,400,0,0
2015,MCC,6000,3000,0,5000
2015,MCD,7500,0,0,3500
2015,MCE,40000,500,2500,250
2015,MCG,1000,0,0,9000
2015,MCI,3836,629,102953,27742
2015,MCK,9000,200,1700,0
2015,MCN,10690,792,307,1641
2015,MCO,16445,480,290288,12309
2015,MCW,18000,60,1808,1500
2015,MCX,4099,0,0,1973
2015,MCZ,2000,500,0,0
2015,MDD,8700,10,0,2000
2015,MDF,165,0,0,0
2015,MDH,26802,70,9,865
2015,MDM,0,0,0,0
2015,MDQ,16800,600,0,1860
2015,MDS,3000,0,0,48
2015,MDT,8272,4595,7613,29802
2015,MDW,37141,1202,195639,24270
2015,MDZ,3500,20,0,500
2015,MEB,10000,30000,0,4000
2015,MEI,12532,24841,6,1416
2015,MEJ,2000,0,0,0
2015,MEM,19101,1405,171562,52687
2015,MER,27126,490,2,676
2015,MEV,35000,300,0,2500
2015,MEY,1846,0,0,0
2015,MEZ,14000,500,0,1500
2015,MFD,9440,1568,21,478
2015,MFE,34051,5295,6089,6085
2015,MFI,10400,150,0,2500
2015,MFR,18045,231,5255,10546
2015,MFV,6328,1232,0,1083
2015,MGC,2173,0,0,945
2015,MGJ,70631,1600,0,2600
2015,MGM,13341,20099,230,10920
2015,MGN,12000,0,0,0
2015,MGR,7500,0,0,0
2015,MGW,11409,1769,0,13892
2015,MGY,39900,95,0,6350
2015,MHE,5000,150,0,600
2015,MHK,9411,1000,137,3172
2015,MHL,2044,30,0,350
2015,MHM,1000,0,0,40
2015,MHP,2000,100,0,0
2015,MHR,29685,12416,4975,12036
2015,MHT,9637,1017,22442,22487
2015,MHV,10327,134,181,170
2015,MIA,18684,1076,326966,73462
2015,MIC,24836,94,63,690
2015,MIE,17116,418,14,1053
2015,MIO,8000,0,0,0
2015,MIT,25000,0,0,0
2015,MIV,27000,3000,0,0
2015,MIW,7299,0,0,805
2015,MJD,7100,110,0,0
2015,MJQ,1900,10,0,40
2015,MJX,14390,1626,0,4971
2015,MKA,780,0,0,0
2015,MKC,42232,966,179,15690
2015,MKE,14702,1769,61696,43790
2015,MKG,13866,497,8,2343
2015,MKJ,7070,193,0,0
2015,MKK,4440,403,29,24312
2015,MKL,10120,2295,1,2237
2015,MKN,2100,0,0,0
2015,MKO,3400,1700,0,0
2015,MKS,12500,200,0,850
2015,MKT,38400,500,0,2400
2015,MKV,2000,0,0,0
2015,MKY,12000,0,0,3000
2015,MLB,75708,568,2951,3438
2015,MLC,6375,50,0,0
2015,MLE,32750,75,0,1375
2015,MLF,1322,0,0,20
2015,MLI,11671,506,4585,13878
2015,MLJ,4900,0,0,0
2015,MLS,4800,0,0,3200
2015,MLT,1000,1000,0,400
2015,MLU,14665,3227,26,7583
2015,MLY,400,0,0,500
2015,MMH,3730,31,700,1628
2015,MMI,6000,75,0,1500
2015,MMK,224,18,0,180
2015,MML,9500,100,0,7748
2015,MMU,34043,127,8,11468
2015,MMV,41804,1500,0,0
2015,MNE,7900,2100,0,0
2015,MNF,3800,70,0,150
2015,MNI,8747,53,0,0
2015,MNM,12600,0,0,650
2015,MNN,15000,150,0,5500
2015,MNV,5340,2920,0,200
2015,MNZ,2499,25,0,25
2015,MO8,700,20,0,0
2015,MOB,8275,31088,1194,13963
2015,MOD,19917,172,21,9526
2015,MOP,3174,0,0,0
2015,MOR,21620,460,0,1840
2015,MOT,11797,392,8527,4884
2015,MOU,0,0,0,0
2015,MOX,3000,6,0,300
2015,MPE,7800,200,0,0
2015,MPG,9375,500,0,50
2015,MPI,13500,0,0,1800
2015,MPJ,2000,50,0,0
2015,MPO,6684,300,0,0
2015,MPR,20000,75,0,0
2015,MPV,8000,1000,0,625
2015,MPZ,2000,0,0,250
2015,MQB,3500,0,0,2500
2015,MQI,4400,200,0,10050
2015,MQJ,24671,0,0,7897
2015,MQS,29464,50,0,3034
2015,MQW,2000,0,0,0
2015,MQY,29650,4915,355,4120
2015,MRB,15857,25000,0,250
2015,MRC,10220,312,0,2190
2015,MRF,10000,0,0,0
2015,MRH,3728,2795,0,3728
2015,MRI,59515,44,71,13893
2015,MRJ,6000,500,0,750
2015,MRN,6500,500,0,1000
2015,MRT,9144,3060,0,732
2015,MRY,26072,942,1193,17260
2015,MSL,18000,1500,730,260
2015,MSN,27141,5049,15817,19280
2015,MSO,12882,151,4319,10367
2015,MSP,12018,2546,299953,131422
2015,MSS,4600,900,1,2190
2015,MSV,16490,0,0,340
2015,MSY,17586,1415,98039,15149
2015,MTH,28783,156,0,4117
2015,MTJ,11700,200,5205,0
2015,MTM,75,0,0,250
2015,MTN,39798,2224,1,1757
2015,MTO,11000,158,0,2550
2015,MTP,6598,0,0,5000
2015,MTV,7200,218,0,700
2015,MTW,8000,100,0,1000
2015,MUE,250,50,786,664
2015,MUT,6603,0,0,900
2015,MVC,16600,1000,0,0
2015,MVE,6000,20,0,0
2015,MVI,2628,30,0,0
2015,MVL,1760,500,0,240
2015,MVM,800,0,0,0
2015,MVN,11085,1002,0,2000
2015,MVY,18691,414,640,18975
2015,MWA,6779,473,24,5563
2015,MWC,13963,62,15,366
2015,MWH,16620,6776,4923,2502
2015,MWK,7000,200,0,1000
2015,MWL,7500,250,0,0
2015,MWM,4000,0,0,300
2015,MWO,18600,50,0,3600
2015,MXA,1000,100,0,0
2015,MXO,4926,0,0,700
2015,MYF,91507,475,5,2647
2015,MYJ,9150,60,0,1300
2015,MYK,200,0,0,150
2015,MYL,27280,100,0,7639
2015,MYR,10628,10215,16141,80718
2015,MYU,0,0,0,300
2015,MYV,26000,0,0,300
2015,MYZ,3500,0,0,0
2015,MZH,2500,0,0,0
2015,MZJ,271,3332,0,0
2015,MZZ,4559,119,0,887
2015,N03,5776,0,0,0
2015,N07,5728,0,0,0
2015,N12,3750,0,0,0
2015,N13,2641,50,0,106
2015,N17,0,0,0,0
2015,N19,5862,0,0,0
2015,N23,3000,0,0,800
2015,N24,200,0,0,0
2015,N27,6572,60,0,0
2015,N29,600,0,0,0
2015,N35,1030,200,0,0
2015,N38,1056,0,0,10
2015,N45,5000,0,0,0
2015,N47,2314,25,0,0
2015,N51,7520,0,0,0
2015,N57,3093,200,0,464
2015,N66,3500,100,0,3000
2015,N68,3045,10,0,228
2015,N69,200,0,0,0
2015,N72,750,0,0,0
2015,N79,8880,50,0,0
2015,N81,7500,0,0,0
2015,N82,19500,0,0,0
2015,N87,6859,0,0,0
2015,N89,800,0,0,100
2015,NEW,32259,1418,8,3602
2015,NMM,0,0,0,0
2015,NQA,5544,2995,20,391
2015,NRN,1000,10,0,0
2015,NUL,0,0,0,0
2015,NVD,1404,50,0,50
2015,NY0,4480,0,0,0
2015,NYL,11966,100733,24442,0
2015,O02,8000,0,0,0
2015,O05,8000,0,0,700
2015,O08,6400,0,0,100
2015,O09,500,0,0,500
2015,O15,2200,0,0,0
2015,O16,7700,0,0,0
2015,O19,9000,0,0,0
2015,O21,1000,0,0,0
2015,O22,22000,20,0,2000
2015,O24,2176,0,0,0
2015,O26,3000,100,0,0
2015,O27,4000,0,0,360
2015,O28,3000,0,0,0
2015,O32,13000,0,0,0
2015,O35,200,0,0,0
2015,O37,12000,0,0,0
2015,O42,8000,0,0,0
2015,O43,18500,300,0,100
2015,O45,300,0,0,0
2015,O46,10000,0,0,200
2015,O47,130,0,0,0
2015,O52,2500,0,0,100
2015,O53,400,0,0,0
2015,O54,3000,0,0,0
2015,O57,3000,0,0,0
2015,O59,1000,0,0,350
2015,O60,7900,0,0,0
2015,O61,10000,0,0,764
2015,O65,500,0,0,0
2015,O69,12000,0,0,200
2015,O81,3200,0,0,500
2015,O85,17000,0,0,1000
2015,O86,4000,0,0,0
2015,O88,17500,0,0,0
2015,O89,2500,0,0,0
2015,OAJ,9360,7200,8864,2280
2015,OAK,44695,1411,116722,18052
2015,OAR,27000,0,0,0
2015,OBE,47381,0,0,0
2015,OBI,4422,0,0,0
2015,OBU,0,0,0,5000
2015,OCF,36797,789,28,916
2015,OCH,7500,300,0,0
2015,OCQ,6500,20,0,400
2015,OCW,4000,5000,0,0
2015,ODO,27504,0,0,0
2015,ODX,1600,0,0,0
2015,OEB,7000,0,0,0
2015,OEL,5100,0,0,0
2015,OEO,5500,500,0,850
2015,OFK,9800,200,0,2894
2015,OFP,8815,0,0,934
2015,OGA,3000,78,0,0
2015,OGB,13000,50,0,170
2015,OGD,23559,288,102,2676
2015,OGG,10512,1944,46835,65857
2015,OGM,183,0,0,0
2015,OGS,700,500,0,1456
2015,OIC,4500,100,0,3200
2015,OIN,2800,10,0,0
2015,OJA,2000,0,0,0
2015,OJC,30853,139,1,459
2015,OKB,8000,0,0,0
2015,OKC,19290,16718,44518,20599
2015,OKK,5483,439,0,329
2015,OKM,11810,0,0,0
2015,OKS,2200,0,0,70
2015,OKV,21100,0,0,1000
2015,OKZ,5000,150,0,0
2015,OLD,10000,300,0,0
2015,OLE,10000,50,0,500
2015,OLF,1050,20,0,2805
2015,OLG,2500,0,0,25
2015,OLM,23906,3942,6,2341
2015,OLS,11000,2850,0,1750
2015,OLU,4500,50,0,200
2015,OLV,24639,436,19,5214
2015,OLY,2250,0,0,750
2015,OLZ,2242,0,0,0
2015,OMA,22736,1819,40611,32172
2015,OME,5000,1500,1500,15233
2015,OMH,5170,117,0,45
2015,OMK,14500,150,0,3600
2015,OMN,57257,3,0,0
2015,ONA,3530,25,0,856
2015,ONL,3600,40,0,0
2015,ONM,2000,100,0,0
2015,ONO,8275,0,0,0
2015,ONP,14771,3500,0,2198
2015,ONT,11302,410,52327,13878
2015,ONX,14000,7000,0,500
2015,ONY,4800,0,0,0
2015,ONZ,6403,0,0,0
2015,OOA,3504,0,0,544
2015,OOH,0,0,0,0
2015,OOK,0,0,0,300
2015,OPF,59100,4959,69,5950
2015,OPL,7500,0,0,0
2015,OPN,6000,0,0,0
2015,OQN,24434,0,0,1234
2015,OQU,4380,8372,0,554
2015,OQW,1772,0,0,0
2015,ORB,1500,0,0,0
2015,ORC,2387,0,0,0
2015,ORD,8121,247,536200,380663
2015,ORE,15000,14,0,10000
2015,ORF,18707,1199,30487,32003
2015,ORG,3500,0,0,832
2015,ORH,21985,392,51,1392
2015,ORI,500,0,0,4800
2015,ORK,6494,200,0,1000
2015,ORL,54852,426,19,5938
2015,ORS,18667,100,6800,2083
2015,ORT,8000,300,0,4000
2015,OSA,4400,0,0,0
2015,OSC,1843,0,0,0
2015,OSH,33901,267,2,983
2015,OSU,39465,150,1,2675
2015,OSX,2200,26,0,0
2015,OTG,2555,500,0,0
2015,OTH,4019,3343,2,6179
2015,OTM,9348,0,0,0
2015,OTZ,30000,1000,2000,20000
2015,OUL,12,0,0,206
2015,OUN,26311,430,0,670
2015,OVE,20000,0,0,1500
2015,OVO,1856,2025,0,253
2015,OVS,6000,100,0,300
2015,OWA,13000,250,0,2800
2015,OWB,9873,1074,256,2566
2015,OWD,30178,161,29,1990
2015,OWI,2500,500,0,160
2015,OWK,2900,20,0,0
2015,OWP,19950,50,0,0
2015,OWX,1830,0,0,100
2015,OXB,29600,0,0,0
2015,OXC,22016,1110,12,4022
2015,OXD,2160,10,0,100
2015,OXI,6486,0,0,309
2015,OXR,23571,231,6,4265
2015,OXV,4500,100,0,100
2015,OYM,3173,30,0,1063
2015,OZA,2000,75,0,0
2015,OZW,19646,0,0,0
2015,P01,240,0,0,0
2015,P04,3700,0,0,0
2015,P08,200,50,0,0
2015,P10,200,0,0,0
2015,P13,1500,0,0,0
2015,P14,2900,0,0,0
2015,P20,9000,0,0,0
2015,P33,7500,500,0,0
2015,P52,9400,20,0,300
2015,PAE,43166,658,4256,1403
2015,PAH,16173,1135,27,2789
2015,PAK,600,25,0,3368
2015,PAN,25000,100,0,1750
2015,PAO,72977,84,1,1662
2015,PAQ,0,0,0,0
2015,PBF,22400,1875,0,600
2015,PBG,3184,82,2286,3695
2015,PBH,7200,100,0,2800
2015,PBI,57875,949,50765,27592
2015,PBV,4,0,0,260
2015,PBX,5360,196,0,1000
2015,PCM,11664,25,0,212
2015,PCW,5207,50,0,6500
2015,PCZ,10000,10,0,150
2015,PDC,4550,50,0,500
2015,PDK,93453,520,35,14666
2015,PDT,4349,971,29,4673
2015,PDX,17313,5189,157042,38473
2015,PEA,3720,0,0,0
2015,PEC,50,0,0,300
2015,PEO,6000,0,0,3000
2015,PEQ,6700,5850,0,1460
2015,PEV,200,0,0,210
2015,PEX,1200,0,0,0
2015,PEZ,2000,1080,0,200
2015,PGA,7300,60,5815,37859
2015,PGD,28882,135,2083,990
2015,PGM,200,0,0,750
2015,PGR,7000,0,0,2000
2015,PGV,16000,500,2720,12500
2015,PHD,11343,280,0,1575
2015,PHF,25235,7852,1531,14289
2015,PHG,3500,0,0,0
2015,PHH,510,0,0,0
2015,PHK,30898,0,0,250
2015,PHL,14293,467,253407,192001
2015,PHN,19225,0,0,0
2015,PHO,60,0,1144,200
2015,PHP,180,240,0,12
2015,PHT,1500,100,0,200
2015,PHX,21747,2700,366798,63725
2015,PIA,13460,4249,2748,16384
2015,PIB,17000,250,1460,0
2015,PIE,49625,9304,7335,5159
2015,PIH,10523,315,154,8425
2015,PIL,2500,1000,0,50
2015,PIM,6200,0,0,0
2015,PIR,15000,100,3650,3390
2015,PIT,12508,8606,83885,38995
2015,PIZ,60,52,0,1943
2015,PJC,3654,20,0,1694
2015,PJY,4000,0,0,0
2015,PKA,0,0,0,0
2015,PKB,13382,4387,17,4373
2015,PKD,7100,25,0,1500
2015,PKF,3850,0,0,200
2015,PKV,1500,1500,0,0
2015,PLD,2321,1470,0,77
2015,PLN,7015,100,2561,0
2015,PLR,27740,1000,0,0
2015,PLU,66287,0,0,3539
2015,PMB,600,100,0,200
2015,PMD,8912,6726,166,244
2015,PMH,18030,400,0,400
2015,PMP,44302,26,0,524
2015,PMU,7800,0,0,0
2015,PMV,10500,100,0,200
2015,PMZ,3000,2000,0,275
2015,PNA,837,40,0,1434
2015,PNC,37000,4500,0,0
2015,PNE,37164,241,1,4324
2015,PNM,6500,300,0,0
2015,PNN,1500,0,0,50
2015,PNP,3000,0,0,1800
2015,PNS,20215,17377,10174,19335
2015,PNT,3000,0,0,400
2015,PO1,4500,0,0,900
2015,POC,39302,205,29,148
2015,POF,12000,200,0,1500
2015,POH,2557,0,0,0
2015,POU,33729,415,130,658
2015,POV,4750,216,0,1330
2015,POY,1000,10,0,225
2015,PPA,2500,0,0,0
2015,PPC,200,0,26,252
2015,PPF,1000,10,0,50
2015,PPG,132,327,593,13797
2015,PPO,10795,0,0,0
2015,PPQ,2000,100,0,200
2015,PQI,725,30,1936,275
2015,PQL,19612,1966,0,5534
2015,PQN,4180,30,0,0
2015,PRB,11224,1250,0,2500
2015,PRC,81602,320,13,4805
2015,PRG,3500,0,0,150
2015,PRN,3207,500,0,0
2015,PRO,2322,106,0,0
2015,PRX,2500,250,0,300
2015,PRZ,6548,3000,0,0
2015,PSB,530,50,0,0
2015,PSC,16929,918,6888,5841
2015,PSE,0,709,1666,64
2015,PSF,9000,500,0,3500
2015,PSG,400,100,1392,10000
2015,PSK,3335,4036,0,0
2015,PSM,2543,8203,475,4339
2015,PSN,3672,50,0,0
2015,PSO,10287,750,0,200
2015,PSP,19948,863,12816,20366
2015,PSX,510,1460,0,0
2015,PTB,21700,14000,0,2895
2015,PTD,2000,300,0,200
2015,PTH,500,0,0,500
2015,PTK,64496,167,1390,11304
2015,PTN,40800,75,0,0
2015,PTS,8500,100,0,0
2015,PTT,3800,150,0,300
2015,PTU,0,0,0,0
2015,PTV,27500,50,0,1000
2015,PTW,7626,88,0,6611
2015,PUB,72345,2587,153,5540
2015,PUC,1698,0,0,1200
2015,PUJ,5000,500,0,0
2015,PUW,15450,80,4092,90
2015,PVB,9000,50,0,500
2015,PVC,66250,150,0,6494
2015,PVD,15530,225,32909,16758
2015,PVE,2500,50,0,200
2015,PVF,30600,900,0,900
2015,PVG,45153,217,0,1448
2015,PVJ,3350,600,0,0
2015,PVU,20564,270,439,902
2015,PVW,15010,50,0,0
2015,PWA,43936,3631,6,3594
2015,PWC,4100,0,0,0
2015,PWD,7050,10,0,250
2015,PWG,8804,100,0,540
2015,PWK,49075,191,16,14296
2015,PWM,15506,545,16900,15570
2015,PWT,46171,900,0,110
2015,PXE,10500,0,0,0
2015,PYG,1000,0,0,0
2015,PYM,20000,300,0,5000
2015,PYN,800,20,0,50
2015,PYP,0,0,0,0
2015,PYX,4000,0,0,0
2015,PZQ,380,0,0,0
2015,RAC,20000,0,0,2000
2015,RAL,37485,121,20,178
2015,RAP,15744,3157,3737,11908
2015,RAW,1950,100,0,20
2015,RBD,28524,276,1,186
2015,RBE,800,0,0,0
2015,RBG,17852,50,0,2550
2015,RBL,15000,150,0,1000
2015,RBO,2000,0,0,0
2015,RBW,19380,620,0,0
2015,RBY,0,0,0,0
2015,RCE,13000,0,0,0
2015,RCM,11000,25,0,300
2015,RCP,0,0,0,0
2015,RCR,8886,0,0,513
2015,RCX,2750,20,0,800
2015,RCZ,5000,60,0,0
2015,RDD,20687,471,47,33378
2015,RDG,21964,1233,63,6758
2015,RDK,3465,0,0,0
2015,RDM,13267,223,4014,8838
2015,RDU,43291,4741,91388,50142
2015,RDV,0,0,0,0
2015,RED,2000,50,0,200
2015,REI,11200,0,0,0
2015,RFD,15509,617,8998,3523
2015,RFG,1500,0,0,0
2015,RFI,3200,400,0,0
2015,RGK,7430,700,0,220
2015,RHI,10000,0,1460,1452
2015,RHP,5000,500,0,1000
2015,RHV,50017,150,3,628
2015,RIC,23513,4736,28828,38406
2015,RID,2513,206,0,422
2015,RIF,7844,0,0,170
2015,RIL,4323,17,49,1358
2015,RIU,18000,0,0,0
2015,RIV,0,0,0,0
2015,RIW,2806,14,0,1581
2015,RKD,27000,125,3000,10297
2015,RKP,33000,32500,0,220
2015,RKR,2000,0,0,0
2015,RKS,9849,18,0,2048
2015,RKW,3100,4380,0,774
2015,RLD,11600,0,0,0
2015,RME,8536,2776,162,825
2015,RMG,18416,1381,0,0
2015,RMN,14813,1433,0,0
2015,RMP,100,0,0,250
2015,RMY,3500,50,0,0
2015,RNC,5984,52,0,2079
2015,RNH,20000,500,0,2000
2015,RNM,29902,175,0,105
2015,RNO,23081,2107,37110,12474
2015,RNP,12500,0,0,0
2015,RNT,40118,123,412,858
2015,RNV,9600,0,0,0
2015,ROA,16806,1050,2432,19098
2015,ROC,16451,1193,20796,32618
2015,ROG,11654,18,2,809
2015,ROS,7917,10,0,0
2015,ROW,7116,10684,587,6279
2015,ROX,3500,0,0,600
2015,RPB,3000,50,0,0
2015,RPD,19650,150,0,2897
2015,RPH,3500,0,0,0
2015,RPJ,4000,0,0,0
2015,RPX,2500,0,0,300
2015,RQB,2020,0,0,0
2015,RQE,3500,0,0,0
2015,RQO,20000,25,0,0
2015,RRL,9000,10,0,700
2015,RRT,3158,0,0,0
2015,RSH,0,0,0,0
2015,RSL,6000,10,0,0
2015,RSN,6000,0,0,0
2015,RST,16186,1401,780,10894
2015,RSV,2500,50,0,800
2015,RSW,7946,650,67424,9102
2015,RTN,5570,800,0,404
2015,RTS,19000,10000,0,0
2015,RUE,7000,500,0,500
2015,RUG,1100,50,0,300
2015,RUQ,22100,3900,0,1000
2015,RUT,10670,1000,0,7100
2015,RVJ,2000,500,0,0
2015,RVL,1749,0,0,225
2015,RVN,5600,6,0,210
2015,RVR,0,0,0,4640
2015,RVS,62667,379,0,2428
2015,RWF,4425,300,0,0
2015,RWI,19302,621,124,1276
2015,RWL,1500,75,0,500
2015,RWN,1531,0,0,0
2015,RXE,12791,47,0,644
2015,RYN,43825,5797,0,2
2015,RYV,16500,1000,0,5500
2015,RYW,7200,0,0,0
2015,RYY,35356,785,0,2277
2015,RZL,1591,0,0,96
2015,RZN,6100,0,0,200
2015,RZT,9600,4000,0,550
2015,S01,1050,100,0,200
2015,S03,20786,50,0,1500
2015,S05,3114,100,0,523
2015,S10,4845,0,0,0
2015,S12,13426,0,0,650
2015,S21,3064,50,0,600
2015,S23,2183,0,0,0
2015,S24,2000,16,0,1100
2015,S25,2400,50,0,500
2015,S27,15000,2000,0,6400
2015,S28,400,80,0,100
2015,S30,5418,0,0,400
2015,S31,21411,0,0,8000
2015,S32,800,40,0,500
2015,S33,5167,110,0,721
2015,S34,1500,0,0,0
2015,S39,7450,100,0,300
2015,S40,7700,0,0,0
2015,S42,20,10,0,0
2015,S43,52292,74,0,53
2015,S45,1830,50,0,0
2015,S50,103016,100,0,6100
2015,S52,7000,50,0,300
2015,S59,1000,0,0,1000
2015,S60,500,0,0,35000
2015,S64,1000,0,0,0
2015,S66,6508,50,0,0
2015,S68,5793,0,0,0
2015,S69,1950,125,0,690
2015,S70,5000,0,0,0
2015,S71,850,0,0,500
2015,S72,8968,0,0,0
2015,S73,1043,0,0,0
2015,S83,5735,50,0,759
2015,S85,700,100,0,100
2015,S87,1480,250,0,0
2015,S89,12000,0,0,0
2015,S93,3500,0,0,0
2015,S94,4000,0,0,0
2015,S97,15000,0,0,0
2015,SAA,4200,40,0,800
2015,SAC,61864,186,5,7480
2015,SAD,6600,1000,0,150
2015,SAF,22908,2537,16,10669
2015,SAN,9956,607,166157,25027
2015,SAR,15500,2500,0,6000
2015,SAT,55803,5803,105825,23099
2015,SAV,30778,6597,15700,21972
2015,SAW,4317,205,1212,7680
2015,SAZ,3000,0,0,0
2015,SBA,43430,1467,1908,24474
2015,SBD,12731,220,278,378
2015,SBM,28500,500,0,5000
2015,SBN,12167,199,3736,13256
2015,SBO,2400,0,0,800
2015,SBP,31299,509,62,11771
2015,SBS,1242,10,0,612
2015,SBU,6500,0,0,0
2015,SBX,1000,250,0,200
2015,SBY,12189,2959,146,6153
2015,SCB,500,50,0,0
2015,SCC,3000,150,16060,4576
2015,SCD,25800,400,0,0
2015,SCH,19209,9417,0,3500
2015,SCK,30204,2050,986,1387
2015,SCM,0,0,0,0
2015,SCX,1533,365,0,50
2015,SDA,1990,0,0,0
2015,SDC,2500,36,0,0
2015,SDF,10079,2801,88955,47910
2015,SDL,69881,567,6,14466
2015,SDM,27219,2674,2,1802
2015,SDP,400,0,156,656
2015,SDY,1000,15,1800,1000
2015,SEA,3631,90,309044,14812
2015,SEE,79287,92,1,583
2015,SEF,58550,400,0,0
2015,SEG,8986,200,0,3492
2015,SEM,32000,4000,0,250
2015,SEP,3200,0,0,0
2015,SER,2652,132,0,2785
2015,SET,12300,0,0,100
2015,SEZ,14000,1400,0,10850
2015,SFB,128150,351,13729,1311
2015,SFF,22458,53,1,3758
2015,SFM,28050,50,0,3800
2015,SFO,13466,3357,333879,88123
2015,SFQ,3575,600,0,705
2015,SFY,2000,0,0,0
2015,SFZ,7135,30,0,817
2015,SGF,15595,3433,2853,17273
2015,SGH,2267,15369,0,291
2015,SGJ,53598,1525,1,5487
2015,SGR,42519,93,0,5577
2015,SGS,15284,0,0,0
2015,SGT,15316,3000,0,2246
2015,SGU,8836,175,8280,9787
2015,SGY,1200,0,0,10800
2015,SHD,10885,303,0,2494
2015,SHG,0,0,0,5000
2015,SHH,0,0,0,0
2015,SHL,3262,60,0,1424
2015,SHN,16752,21888,0,142
2015,SHR,19404,150,3380,2080
2015,SHV,16317,2480,3056,19248
2015,SHX,0,0,0,0
2015,SIF,9000,100,0,0
2015,SIG,59140,2080,6,15218
2015,SIK,3200,900,0,400
2015,SIT,7000,1300,1834,10000
2015,SIV,2323,0,0,124
2015,SIY,6000,200,0,150
2015,SJC,26241,223,87694,21585
2015,SJN,12000,300,0,0
2015,SJT,19828,18425,4571,6587
2015,SJU,17326,2244,79175,63612
2015,SJX,3700,0,0,5510
2015,SKI,1421,0,0,0
2015,SKW,2500,0,0,1000
2015,SKX,10308,200,0,486
2015,SLB,11139,0,0,0
2015,SLC,57253,2160,184843,89741
2015,SLE,17594,2230,9,1632
2015,SLG,12000,50,0,0
2015,SLH,3427,0,0,0
2015,SLK,1928,58,0,2174
2015,SLN,11709,2344,48,24843
2015,SLO,7000,0,0,1000
2015,SLQ,0,0,0,0
2015,SLR,5800,450,0,60
2015,SMD,8559,0,0,225
2015,SME,22706,500,0,2000
2015,SMF,7229,1976,83678,16607
2015,SMK,0,0,0,0
2015,SMN,9170,0,0,9000
2015,SMO,62815,55,56,6805
2015,SMQ,12136,0,0,0
2015,SMS,19500,400,0,1000
2015,SMX,18255,275,459,12715
2015,SNA,99320,537,89983,9478
2015,SNC,6480,0,0,3137
2015,SNH,3000,300,0,0
2015,SNK,3200,0,0,0
2015,SNL,1500,50,0,0
2015,SNP,50,100,0,260
2015,SNS,39619,94,36,1379
2015,SNY,6000,300,0,900
2015,SOP,5600,125,0,875
2015,SOV,2000,0,0,2160
2015,SOW,2939,86,1456,2474
2015,SPA,23168,390,0,10892
2015,SPB,42886,500,0,5033
2015,SPF,11000,120,0,1200
2015,SPG,38297,431,1,155
2015,SPH,2000,0,0,0
2015,SPI,13155,3201,252,6999
2015,SPS,2099,97691,1977,0
2015,SPW,6748,0,0,3670
2015,SPZ,2400,0,0,0
2015,SQI,9500,120,0,600
2015,SQL,48944,39,14,385
2015,SRB,2556,72,0,150
2015,SRC,10769,560,0,1071
2015,SRE,2500,50,0,0
2015,SRQ,56636,1256,11015,5493
2015,SRR,5831,130,120,859
2015,SRV,0,0,0,0
2015,SSF,35730,5078,2,75
2015,SSI,36000,750,0,0
2015,SSQ,6000,50,0,500
2015,STC,13568,1780,66,398
2015,STE,15000,150,0,3100
